date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2026-09-01,1303,129835537,31005102194,250.0,250.0,231.5,234.5,-8.0,110794
2026-09-02,1303,127824204,30793336784,240.0,248.0,232.0,237.5,3.0,106156
2026-09-03,1303,103990697,23734839689,243.0,244.5,219.5,221.0,-16.5,102382
2026-09-04,1303,67299234,15031119549,226.5,229.0,218.0,225.5,4.5,48266
2026-09-07,1303,75938138,17805322503,232.0,240.0,229.5,230.5,5.0,54652
2026-09-08,1303,65193109,15306594271,236.0,239.5,229.0,235.0,4.5,53932
2026-09-01,6770,151879084,10841368521,73.6,73.7,70.4,70.8,-2.2,92438
2026-09-02,6770,68830476,4839496873,70.1,71.4,69.2,70.4,-0.4,38548
2026-09-03,6770,115197089,8017595089,71.2,72.0,67.5,67.8,-2.6,72860
2026-09-04,6770,85248242,5807832780,69.3,70.0,67.0,68.5,0.7,47868
2026-09-07,6770,242829617,17517247534,70.0,73.5,69.3,72.9,4.4,122616
2026-09-08,6770,172801850,12658034103,73.2,75.3,71.9,72.4,-0.5,97526
2026-09-01,2409,107148029,2851258881,26.8,27.1,26.35,26.4,-0.25,39686
2026-09-02,2409,117900028,3136171220,26.2,27.15,26.05,26.4,0.0,39815
2026-09-03,2409,440835576,12220835535,26.9,28.85,26.55,26.55,0.15,120271
2026-09-04,2409,158253125,4252112854,27.35,27.65,26.35,26.8,0.25,56701
2026-09-07,2409,523099639,14905328316,26.95,29.45,26.7,28.7,1.9,150504
2026-09-08,2409,623892482,18452065566,28.8,30.7,28.2,29.6,0.9,196518
2026-09-01,2426,68553081,6980791746,98.5,107.5,96.2,107.5,9.7,43535
2026-09-02,2426,78465633,8183855841,108.0,111.0,100.0,104.5,-3.0,50462
2026-09-03,2426,52236548,5200315314,105.0,107.5,95.0,95.0,-9.5,36791
2026-09-04,2426,62192930,6273693508,98.0,104.5,95.2,104.5,9.5,43510
2026-09-07,2426,61028043,6293361409,106.0,109.5,99.1,99.1,-5.4,40425
2026-09-08,2426,39992731,3992511163,100.5,102.5,97.1,97.5,-1.6,28024
2026-09-01,3441,3261860,442289537,137.0,139.0,130.0,133.0,-3.0,3974
2026-09-02,3441,3995236,549428095,133.0,140.0,130.0,139.5,6.5,4729
2026-09-03,3441,3294148,449669852,142.0,144.0,130.0,130.0,-9.5,4200
2026-09-04,3441,4835765,671436939,134.0,143.0,129.5,143.0,13.0,5882
2026-09-07,3441,13826504,1867174941,140.0,141.5,129.0,131.0,-12.0,12947
2026-09-08,3441,12720903,1659884285,130.0,134.0,123.5,132.0,1.0,10404
2026-09-01,2454,4931652,21280078380,4315.0,4315.0,4315.0,4315.0,390.0,54322
2026-09-02,2454,23567252,103733406910,4450.0,4565.0,4230.0,4275.0,-40.0,132289
2026-09-03,2454,9510164,41479171340,4400.0,4420.0,4290.0,4340.0,65.0,61143
2026-09-04,2454,9051589,39901626245,4435.0,4490.0,4340.0,4415.0,75.0,47659
2026-09-07,2454,17178200,81193340765,4500.0,4855.0,4485.0,4760.0,345.0,133672
2026-09-08,2454,6511906,30947800640,4800.0,4830.0,4685.0,4710.0,-50.0,53906
2026-09-01,2344,136605515,24249291776,183.5,184.0,175.5,176.0,-6.5,111323
2026-09-02,2344,83567943,14718991270,173.5,180.0,171.5,179.0,3.0,57843
2026-09-03,2344,161434224,28445832042,181.5,185.5,168.0,169.0,-10.0,135683
2026-09-04,2344,100505993,17191041947,174.0,176.0,165.5,174.0,5.0,78711
2026-09-07,2344,118922555,21504459494,181.0,183.5,178.0,180.0,6.0,82853
2026-09-08,2344,222260653,41927685454,185.0,192.0,183.5,188.0,8.0,161486
2026-09-01,2455,28052088,14179146852,490.0,524.0,474.0,524.0,47.0,30183
2026-09-02,2455,34014193,18233770197,515.0,552.0,509.0,542.0,18.0,34454
2026-09-03,2455,21442379,11565107874,541.0,555.0,520.0,525.0,-17.0,23190
2026-09-04,2455,24125544,12429070854,548.0,548.0,492.5,528.0,3.0,28058
2026-09-07,2455,3476203,1747252892,525.0,525.0,491.0,500.0,-28.0,7332
2026-09-08,2455,4653069,2430918918,528.0,535.0,506.0,515.0,15.0,5876
2026-09-01,7828,218096,391564860,1800.0,1845.0,1745.0,1810.0,45.0,3602
2026-09-02,7828,149082,265152390,1780.0,1810.0,1740.0,1760.0,-50.0,2360
2026-09-03,7828,234130,420047225,1770.0,1855.0,1720.0,1755.0,-5.0,1723
2026-09-04,7828,545115,1028108785,1810.0,1930.0,1775.0,1930.0,175.0,3283
2026-09-07,7828,371518,712135735,1990.0,2000.0,1855.0,1870.0,-60.0,6503
2026-09-08,7828,802220,1616977040,1890.0,2055.0,1890.0,2035.0,165.0,4776
2026-09-01,2408,82818290,43473340780,551.0,551.0,516.0,518.0,-25.0,118403
2026-09-02,2408,52916302,27238426641,509.0,524.0,502.0,518.0,0.0,54380
2026-09-03,2408,123832867,62053039830,533.0,539.0,477.5,477.5,-40.5,204823
2026-09-04,2408,75118695,36433061345,490.5,496.0,470.0,496.0,18.5,83002
2026-09-07,2408,57088818,29517982313,519.0,525.0,508.0,517.0,21.0,63406
2026-09-08,2408,76221279,40694980627,527.0,540.0,524.0,531.0,14.0,82812
